Area Code,Year,Env_Local_Authority_Name,Clinical_Area_Name,Sex,Age,PM2.5_Total,PM2.5_Anthropogenic,PM2.5_Non_Anthropogenic,Condition,Value,Count,Denominator,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Compared to England value or percentiles,Time period
E06000057,2023,Northumberland,Northumberland,Persons,18+ yrs,5.0916,4.6617,0.4299,CKD,6.144688154,17187.0,279705.0,6.056297653,6.233982419,6.005765531,6.28640878,Not compared,2023/24
E06000057,2023,Northumberland,Northumberland,Persons,6+ yrs,5.0916,4.6617,0.4299,Asthma,8.298087732,26722.0,322026.0,8.203277026,8.393632055,8.149100321,8.449377728,Higher 99.8,2023/24
E06000057,2023,Northumberland,Northumberland,Male,All ages,5.0916,4.6617,0.4299,Alcohol-related CVD,1944.12442808365,3803.32999999998,159613.0,1881.74435191177,2008.0182583487,1846.4711957387,2045.27555153711,Worse,2023/24
E06000057,2023,Northumberland,Northumberland,Female,All ages,5.0916,4.6617,0.4299,Alcohol-related CVD,322.294469332835,689.2,167442.0,298.188425500358,347.799737546549,284.922515982102,362.892065356345,Worse,2023/24
E06000057,2023,Northumberland,Northumberland,Persons,All ages,5.0916,4.6617,0.4299,Alcohol-related CVD,1074.56670066424,4492.52999999998,327055.0,1042.95952354101,1106.87884363979,1025.05873097683,1125.70389001126,Worse,2023/24
E06000051,2012,Shropshire,Shropshire,Persons,18+ yrs,8.9573,6.8664,2.0909,CKD,6.00200799,14811.0,246767.4156,5.908913451,6.096131365,5.855895016,6.151303463,Not compared,2012/13
E06000051,2014,Shropshire,Shropshire,Persons,18+ yrs,9.2247,7.1329,2.0919,CKD,5.821612325,14515.0,249329.5532,5.730279339,5.913969133,5.678411386,5.967976878,Not compared,2014/15
E06000051,2015,Shropshire,Shropshire,Persons,18+ yrs,7.9022,6.7719,1.1303,CKD,5.74887497,14474.0,251771.0,5.658627334,5.840138719,5.607263955,5.893624439,Not compared,2015/16
E06000051,2016,Shropshire,Shropshire,Persons,18+ yrs,8.0081,7.5006,0.5075,CKD,5.59817756,14032.0,250653.0,5.50872656,5.688653825,5.45793539,5.741583666,Not compared,2016/17
E06000051,2016,Shropshire,Shropshire,Male,All ages,8.0081,7.5006,0.5075,Alcohol-related CVD,1256.157291,2138.48,155007.0,1202.973164,1311.070269,1173.099031,1343.208149,Better,2016/17
E06000051,2016,Shropshire,Shropshire,Female,All ages,8.0081,7.5006,0.5075,Alcohol-related CVD,188.1798836,360.51,157829.0,169.060767,208.8520456,158.7320966,221.2023172,Better,2016/17
E06000051,2016,Shropshire,Shropshire,Persons,All ages,8.0081,7.5006,0.5075,Alcohol-related CVD,680.950191,2498.99,312836.0,654.3990519,708.2986794,639.4551934,724.2869035,Better,2016/17
E06000051,2017,Shropshire,Shropshire,Persons,18+ yrs,6.8561,6.4287,0.4274,CKD,5.685428871,14422.0,253666.0,5.595856377,5.77601181,5.545075206,5.828902323,Not compared,2017/18
E06000051,2017,Shropshire,Shropshire,Male,All ages,6.8561,6.4287,0.4274,Alcohol-related CVD,1328.041741,2317.33,156020.0,1273.982194,1383.788235,1243.584478,1416.395187,Better,2017/18
E06000051,2017,Shropshire,Shropshire,Female,All ages,6.8561,6.4287,0.4274,Alcohol-related CVD,201.3437705,393.81,159212.0,181.7278728,222.4813389,171.099933,235.0908953,Better,2017/18
E06000051,2017,Shropshire,Shropshire,Persons,All ages,6.8561,6.4287,0.4274,Alcohol-related CVD,722.0887108,2711.14,315232.0,695.0231119,749.934146,679.7747385,766.2041016,Better,2017/18
E06000051,2018,Shropshire,Shropshire,Persons,18+ yrs,7.1781,6.7057,0.4723,CKD,6.032992991,15605.0,258661.0,5.941858937,6.125107653,5.889924472,6.179095389,Not compared,2018/19
E06000051,2018,Shropshire,Shropshire,Male,All ages,7.1781,6.7057,0.4723,Alcohol-related CVD,1467.894708,2625.85,156898.0,1411.723177,1525.711193,1380.088965,1559.500162,Similar,2018/19
E06000051,2018,Shropshire,Shropshire,Female,All ages,7.1781,6.7057,0.4723,Alcohol-related CVD,217.5533368,434.9,160214.0,197.3508621,239.2441029,186.3710062,252.1630046,Similar,2018/19
E06000051,2018,Shropshire,Shropshire,Persons,All ages,7.1781,6.7057,0.4723,Alcohol-related CVD,797.657312,3060.75,317112.0,769.4771978,826.6008859,753.5788806,843.4995462,Similar,2018/19
E06000051,2019,Shropshire,Shropshire,Persons,18+ yrs,7.8229,7.2589,0.564,CKD,6.063681097,15835.0,261145.0,5.972647595,6.155684977,5.92101498,6.209349992,Not compared,2019/20
E06000051,2019,Shropshire,Shropshire,Male,All ages,7.8229,7.2589,0.564,Alcohol-related CVD,1524.765293,2800.27,157931.0,1468.314244,1582.816356,1436.498487,1616.728246,Similar,2019/20
E06000051,2019,Shropshire,Shropshire,Female,All ages,7.8229,7.2589,0.564,Alcohol-related CVD,218.7658521,447.79,161798.0,198.7011523,240.2864251,187.7865224,253.0981144,Similar,2019/20
E06000051,2019,Shropshire,Shropshire,Persons,All ages,7.8229,7.2589,0.564,Alcohol-related CVD,826.7574914,3248.06,319729.0,798.3683532,855.8929204,782.3417187,872.8975004,Similar,2019/20
E06000051,2020,Shropshire,Shropshire,Persons,18+ yrs,5.4503,4.8463,0.604,CKD,6.286907677,16587.0,263834.0,6.194903623,6.379865719,6.142465877,6.434305493,Not compared,2020/21
E06000051,2020,Shropshire,Shropshire,Persons,6+ yrs,5.4503,4.8463,0.604,Asthma,7.322459963,22313.0,304720.0,7.230481177,7.415238628,7.178004245,7.469410182,Higher 99.8,2020/21
E06000051,2020,Shropshire,Shropshire,Male,All ages,5.4503,4.8463,0.604,Alcohol-related CVD,1085.552343,2032.56,158484.0,1038.431672,1134.244886,1011.981593,1162.752947,Better,2020/21
E06000051,2020,Shropshire,Shropshire,Female,All ages,5.4503,4.8463,0.604,Alcohol-related CVD,155.0906964,323.78,162570.0,138.3901427,173.2261699,129.4016432,184.0814757,Better,2020/21
E06000051,2020,Shropshire,Shropshire,Persons,All ages,5.4503,4.8463,0.604,Alcohol-related CVD,588.1844752,2356.34,321054.0,564.4758358,612.6266974,551.14162,626.9216486,Better,2020/21
E06000051,2021,Shropshire,Shropshire,Persons,18+ yrs,5.728,5.2192,0.5088,CKD,6.69721603,17845.0,266454.0,6.602920711,6.792444126,6.549113389,6.848216213,Not compared,2021/22
E06000051,2021,Shropshire,Shropshire,Persons,16+ yrs,5.728,5.2192,0.5088,Type 2 Diabetes,8.213,22456.0,273433.0,7.95390580304824,8.47408645256023,,,Not compared,2021
E06000051,2021,Shropshire,Shropshire,Persons,6+ yrs,5.728,5.2192,0.5088,Asthma,7.444160672,22910.0,307758.0,7.351951071,7.537159217,7.299177588,7.591606079,Higher 99.8,2021/22
E06000051,2021,Shropshire,Shropshire,Male,All ages,5.728,5.2192,0.5088,Alcohol-related CVD,1366.706999,2627.33,160222.0,1314.463146,1420.480347,1285.040692,1451.906319,Similar,2021/22
E06000051,2021,Shropshire,Shropshire,Female,All ages,5.728,5.2192,0.5088,Alcohol-related CVD,186.9117613,395.65,164447.0,168.6183814,206.6207785,158.7054998,218.3772343,Better,2021/22
E06000051,2021,Shropshire,Shropshire,Persons,All ages,5.728,5.2192,0.5088,Alcohol-related CVD,739.0526677,3022.98,324669.0,712.7014064,766.1223538,697.8369225,781.9281527,Similar,2021/22
E06000051,2022,Shropshire,Shropshire,Persons,18+ yrs,5.8149,5.2642,0.5507,CKD,6.879476984,18478.0,268596.0,6.78425568,6.975618414,6.730129006,7.031686439,Not compared,2022/23
E06000051,2022,Shropshire,Shropshire,Persons,6+ yrs,5.8149,5.2642,0.5507,Asthma,7.477072202,23203.0,310322.0,7.384979573,7.569946444,7.332480386,7.624103974,Higher 99.8,2022/23
E06000051,2022,Shropshire,Shropshire,Male,All ages,5.8149,5.2642,0.5507,Alcohol-related CVD,1317.383457,2594.78,161354.0,1266.707299,1369.552643,1238.172011,1400.043632,Better,2022/23
E06000051,2022,Shropshire,Shropshire,Female,All ages,5.8149,5.2642,0.5507,Alcohol-related CVD,185.2070767,398.58,165824.0,167.1046735,204.7049659,157.2929599,216.3340747,Better,2022/23
E06000051,2022,Shropshire,Shropshire,Persons,All ages,5.8149,5.2642,0.5507,Alcohol-related CVD,715.6614029,2993.36,327178.0,689.9716347,742.0550702,675.4818884,757.4670834,Better,2022/23
E06000051,2023,Shropshire,Shropshire,Persons,18+ yrs,5.1097,4.5528,0.557,CKD,7.020053609,19040.0,271223.0,6.924462158,7.116552291,6.869935055,7.172996026,Not compared,2023/24
E06000051,2023,Shropshire,Shropshire,Persons,6+ yrs,5.1097,4.5528,0.557,Asthma,7.473015529,23422.0,313421.0,7.381354934,7.565450106,7.329215367,7.619231768,Higher 99.8,2023/24
E06000051,2023,Shropshire,Shropshire,Male,All ages,5.1097,4.5528,0.557,Alcohol-related CVD,1365.22945231815,2745.96,162262.0,1314.06499336313,1417.8585799179,1285.235339048,1448.60698779956,Better,2023/24
E06000051,2023,Shropshire,Shropshire,Female,All ages,5.1097,4.5528,0.557,Alcohol-related CVD,203.416626041018,442.12,166998.0,184.416579257957,223.804454943823,174.085062217873,235.944202476909,Better,2023/24
E06000051,2023,Shropshire,Shropshire,Persons,All ages,5.1097,4.5528,0.557,Alcohol-related CVD,748.523409160465,3188.08,329260.0,722.406447376846,775.333453200674,707.665503488071,790.982589306145,Better,2023/24
E06000054,2012,Wiltshire,Wiltshire,Persons,18+ yrs,10.0599,7.9381,2.1218,CKD,3.338187245,12470.0,373556.0376,3.281000098,3.39610882,3.248559401,3.430053635,Not compared,2012/13
E06000054,2014,Wiltshire,Wiltshire,Persons,18+ yrs,10.12,7.9448,2.1752,CKD,3.85521065,14620.0,379227.0079,3.794390679,3.916743594,3.759790484,3.95280985,Not compared,2014/15
E06000054,2015,Wiltshire,Wiltshire,Persons,18+ yrs,8.6265,7.4085,1.218,CKD,4.052821875,15379.0,379464.0,3.990456725,4.11589555,3.955084621,4.152726855,Not compared,2015/16
E06000054,2016,Wiltshire,Wiltshire,Persons,18+ yrs,9.627,9.0531,0.5739,CKD,4.22118376,16160.0,382831.0,4.157928766,4.285137669,4.121951037,4.322556746,Not compared,2016/17
E06000054,2016,Wiltshire,Wiltshire,Male,All ages,9.627,9.0531,0.5739,Alcohol-related CVD,1084.854366,2561.94,242695.0,1042.907467,1128.045134,1019.291187,1153.290706,Better,2016/17
E06000054,2016,Wiltshire,Wiltshire,Female,All ages,9.627,9.0531,0.5739,Alcohol-related CVD,174.5486491,476.6,250011.0,159.1130817,191.0685227,150.7010738,200.893813,Better,2016/17
E06000054,2016,Wiltshire,Wiltshire,Persons,All ages,9.627,9.0531,0.5739,Alcohol-related CVD,592.8538086,3038.54,492706.0,571.8890677,614.3886323,560.0623897,626.9622669,Better,2016/17
E06000054,2017,Wiltshire,Wiltshire,Persons,18+ yrs,8.8436,8.3331,0.5104,CKD,4.185187203,16129.0,385383.0,4.122351438,4.248717973,4.086612473,4.285889808,Not compared,2017/18
E06000054,2017,Wiltshire,Wiltshire,Male,All ages,8.8436,8.3331,0.5104,Alcohol-related CVD,1143.938847,2761.0,245126.0,1101.322662,1187.771612,1077.308172,1213.37987,Better,2017/18
E06000054,2017,Wiltshire,Wiltshire,Female,All ages,8.8436,8.3331,0.5104,Alcohol-related CVD,189.4429219,528.93,252051.0,173.5403841,206.4038305,164.8483018,216.4759999,Better,2017/18
E06000054,2017,Wiltshire,Wiltshire,Persons,All ages,8.8436,8.3331,0.5104,Alcohol-related CVD,627.5912228,3289.93,497177.0,606.2658651,649.4735492,594.2253219,662.2439643,Better,2017/18
E06000054,2018,Wiltshire,Wiltshire,Persons,18+ yrs,8.8985,8.4193,0.4792,CKD,4.195784462,16355.0,389796.0,4.133275155,4.258980696,4.097684094,4.295988095,Not compared,2018/19
E06000054,2018,Wiltshire,Wiltshire,Male,All ages,8.8985,8.4193,0.4792,Alcohol-related CVD,1159.160105,2865.33,245624.0,1116.795844,1202.711191,1092.913061,1228.148864,Better,2018/19
E06000054,2018,Wiltshire,Wiltshire,Female,All ages,8.8985,8.4193,0.4792,Alcohol-related CVD,196.3422961,559.02,253079.0,180.2932508,213.4292991,171.5079124,223.5684111,Better,2018/19
E06000054,2018,Wiltshire,Wiltshire,Persons,All ages,8.8985,8.4193,0.4792,Alcohol-related CVD,639.7685337,3424.35,498703.0,618.4529691,661.6296198,606.4128563,674.3846505,Better,2018/19
E06000054,2019,Wiltshire,Wiltshire,Persons,18+ yrs,7.8469,7.2826,0.5643,CKD,4.23236052,16705.0,394697.0,4.169993644,4.295405081,4.13446395,4.332332468,Not compared,2019/20
E06000054,2019,Wiltshire,Wiltshire,Male,All ages,7.8469,7.2826,0.5643,Alcohol-related CVD,1156.374222,2928.28,247579.0,1114.609,1199.296649,1091.058089,1224.363703,Better,2019/20
E06000054,2019,Wiltshire,Wiltshire,Female,All ages,7.8469,7.2826,0.5643,Alcohol-related CVD,195.9153839,572.93,255406.0,180.0802952,212.7616519,171.4064166,222.7545074,Better,2019/20
E06000054,2019,Wiltshire,Wiltshire,Persons,All ages,7.8469,7.2826,0.5643,Alcohol-related CVD,638.2090501,3501.21,502985.0,617.1743518,659.7760574,605.2901407,672.3578961,Better,2019/20
E06000054,2020,Wiltshire,Wiltshire,Persons,18+ yrs,7.1363,6.3801,0.7562,CKD,4.13379481,16542.0,400165.0,4.07253097,4.195728968,4.037613091,4.232028254,Not compared,2020/21
E06000054,2020,Wiltshire,Wiltshire,Persons,6+ yrs,7.1363,6.3801,0.7562,Asthma,7.081624809,33349.0,470923.0,7.008625777,7.15514535,6.967027451,7.197846068,Higher 99.8,2020/21
E06000054,2020,Wiltshire,Wiltshire,Male,All ages,7.1363,6.3801,0.7562,Alcohol-related CVD,911.3269672,2347.54,250188.0,874.5760013,949.2172315,853.9074999,971.3778023,Better,2020/21
E06000054,2020,Wiltshire,Wiltshire,Female,All ages,7.1363,6.3801,0.7562,Alcohol-related CVD,146.6378038,437.74,256859.0,133.1101243,161.1586845,125.7564985,169.8063578,Better,2020/21
E06000054,2020,Wiltshire,Wiltshire,Persons,All ages,7.1363,6.3801,0.7562,Alcohol-related CVD,497.2839575,2785.28,507047.0,478.9269675,516.1626666,468.5816308,527.1914862,Better,2020/21
E06000054,2021,Wiltshire,Wiltshire,Persons,18+ yrs,7.0159,6.5148,0.5011,CKD,4.094607715,16616.0,405802.0,4.034072043,4.155805136,3.999516529,4.191723971,Not compared,2021/22
E06000054,2021,Wiltshire,Wiltshire,Persons,16+ yrs,7.0159,6.5148,0.5011,Type 2 Diabetes,7.043,29729.0,422138.0,6.82937385063785,7.26348419544991,,,Not compared,2021
E06000054,2021,Wiltshire,Wiltshire,Persons,6+ yrs,7.0159,6.5148,0.5011,Asthma,7.267432719,34665.0,476991.0,7.194102958,7.341274361,7.152088196,7.384373044,Higher 99.8,2021/22
E06000054,2021,Wiltshire,Wiltshire,Male,All ages,7.0159,6.5148,0.5011,Alcohol-related CVD,1078.546038,2853.95,253657.0,1039.108111,1119.091044,1016.87606,1142.773498,Better,2021/22
E06000054,2021,Wiltshire,Wiltshire,Female,All ages,7.0159,6.5148,0.5011,Alcohol-related CVD,177.235726,536.67,259583.0,162.4354878,193.0135896,154.3426823,202.3812684,Better,2021/22
E06000054,2021,Wiltshire,Wiltshire,Persons,All ages,7.0159,6.5148,0.5011,Alcohol-related CVD,591.8448364,3390.62,513240.0,572.0265448,612.1728825,560.8333309,624.0341302,Better,2021/22
E06000054,2022,Wiltshire,Wiltshire,Persons,18+ yrs,7.2366,6.7118,0.5248,CKD,4.439604665,18224.0,410487.0,4.376955144,4.502901925,4.3413276,4.539867636,Not compared,2022/23
E06000054,2022,Wiltshire,Wiltshire,Persons,6+ yrs,7.2366,6.7118,0.5248,Asthma,7.451549383,35950.0,482450.0,7.377700609,7.525901315,7.335537256,7.569131969,Higher 99.8,2022/23
E06000054,2022,Wiltshire,Wiltshire,Male,All ages,7.2366,6.7118,0.5248,Alcohol-related CVD,1069.95693,2895.55,254963.0,1031.129924,1109.865886,1009.238637,1133.174691,Better,2022/23
E06000054,2022,Wiltshire,Wiltshire,Female,All ages,7.2366,6.7118,0.5248,Alcohol-related CVD,180.028905,555.58,260922.0,165.2236879,195.7947,157.1205676,205.1506389,Better,2022/23
E06000054,2022,Wiltshire,Wiltshire,Persons,All ages,7.2366,6.7118,0.5248,Alcohol-related CVD,591.2588038,3451.13,515885.0,571.606459,611.4121214,560.5049135,623.1702108,Better,2022/23
E06000054,2023,Wiltshire,Wiltshire,Persons,18+ yrs,5.9567,5.3992,0.5575,CKD,4.771445015,19815.0,415283.0,4.706987568,4.83653658,4.67020177,4.87463597,Not compared,2023/24
E06000054,2023,Wiltshire,Wiltshire,Persons,6+ yrs,5.9567,5.3992,0.5575,Asthma,7.477081801,36483.0,487931.0,7.403550009,7.551110695,7.361552557,7.594162862,Higher 99.8,2023/24
E06000054,2023,Wiltshire,Wiltshire,Male,All ages,5.9567,5.3992,0.5575,Alcohol-related CVD,1166.59646745073,3215.13999999998,255200.0,1126.37370737156,1207.88207739713,1103.66908508632,1231.979442977,Better,2023/24
E06000054,2023,Wiltshire,Wiltshire,Female,All ages,5.9567,5.3992,0.5575,Alcohol-related CVD,192.333209024844,603.009999999999,262779.0,177.098206119273,208.515669042583,168.741905266295,218.108075425952,Better,2023/24
E06000054,2023,Wiltshire,Wiltshire,Persons,All ages,5.9567,5.3992,0.5575,Alcohol-related CVD,642.840853672403,3818.14999999998,517979.0,622.480964419645,663.693836200873,610.967909509408,675.853211723279,Better,2023/24
E06000056,2012,Central Bedfordshire,Central Bedfordshire,Persons,18+ yrs,11.3545,9.2242,2.1303,CKD,3.654639504,7294.0,199581.9284,3.573150533,3.737490906,3.526954192,3.786484311,Not compared,2012/13
E06000056,2014,Central Bedfordshire,Central Bedfordshire,Persons,18+ yrs,11.1292,9.0897,2.0395,CKD,3.663898003,7510.0,204972.9549,3.583332422,3.745789835,3.537862912,3.793982332,Not compared,2014/15
E06000056,2015,Central Bedfordshire,Central Bedfordshire,Persons,18+ yrs,9.6527,8.5813,1.0714,CKD,3.608301677,7542.0,209018.0,3.529057035,3.688848948,3.484229718,3.736349595,Not compared,2015/16
E06000056,2016,Central Bedfordshire,Central Bedfordshire,Persons,18+ yrs,10.0808,9.5318,0.549,CKD,3.470989227,7546.0,217402.0,3.394802987,3.548432714,3.351707863,3.594105289,Not compared,2016/17
E06000056,2016,Central Bedfordshire,Central Bedfordshire,Male,All ages,10.0808,9.5318,0.549,Alcohol-related CVD,1346.373892,1586.11,136030.0,1279.712716,1415.55845,1242.429142,1456.143939,Similar,2016/17
E06000056,2016,Central Bedfordshire,Central Bedfordshire,Female,All ages,10.0808,9.5318,0.549,Alcohol-related CVD,213.9959709,287.01,138879.0,189.8292226,240.3744655,176.8800394,256.1992075,Similar,2016/17
E06000056,2016,Central Bedfordshire,Central Bedfordshire,Persons,All ages,10.0808,9.5318,0.549,Alcohol-related CVD,744.1690983,1873.12,274909.0,710.6003773,778.9051951,691.7788517,799.2548455,Similar,2016/17
E06000056,2017,Central Bedfordshire,Central Bedfordshire,Persons,18+ yrs,10.4408,9.8929,0.5479,CKD,3.459264325,7436.0,214959.0,3.382677653,3.53712295,3.339558282,3.582849685,Not compared,2017/18
E06000056,2017,Central Bedfordshire,Central Bedfordshire,Male,All ages,10.4408,9.8929,0.5479,Alcohol-related CVD,1398.415964,1691.12,137191.0,1331.436177,1467.849609,1293.937685,1508.559525,Similar,2017/18
E06000056,2017,Central Bedfordshire,Central Bedfordshire,Female,All ages,10.4408,9.8929,0.5479,Alcohol-related CVD,218.0027523,301.78,140464.0,194.0034788,244.1414232,181.1197437,259.8074267,Similar,2017/18
E06000056,2017,Central Bedfordshire,Central Bedfordshire,Persons,All ages,10.4408,9.8929,0.5479,Alcohol-related CVD,769.525706,1992.9,277655.0,735.8934173,804.291229,717.0198369,824.648441,Similar,2017/18
E06000056,2018,Central Bedfordshire,Central Bedfordshire,Persons,18+ yrs,10.1658,9.6895,0.4763,CKD,3.4016516,7394.0,217365.0,3.326143688,3.478419423,3.283503067,3.523641575,Not compared,2018/19
E06000056,2018,Central Bedfordshire,Central Bedfordshire,Male,All ages,10.1658,9.6895,0.4763,Alcohol-related CVD,1527.170769,1899.67,138587.0,1458.252029,1598.46908,1419.6025,1640.233626,Worse,2018/19
E06000056,2018,Central Bedfordshire,Central Bedfordshire,Female,All ages,10.1658,9.6895,0.4763,Alcohol-related CVD,240.8209204,340.1,141827.0,215.8338438,267.9004119,202.3620686,284.0950811,Similar,2018/19
E06000056,2018,Central Bedfordshire,Central Bedfordshire,Persons,All ages,10.1658,9.6895,0.4763,Alcohol-related CVD,843.5249553,2239.77,280414.0,808.7654117,879.3881285,789.2286784,900.3700832,Worse,2018/19
E06000056,2019,Central Bedfordshire,Central Bedfordshire,Persons,18+ yrs,10.451,9.8685,0.5825,CKD,3.272925332,7271.0,222156.0,3.199723205,3.34736465,3.158230434,3.391389896,Not compared,2019/20
E06000056,2019,Central Bedfordshire,Central Bedfordshire,Male,All ages,10.451,9.8685,0.5825,Alcohol-related CVD,1597.920011,2030.31,140761.0,1528.249344,1669.916095,1489.141949,1712.068046,Worse,2019/20
E06000056,2019,Central Bedfordshire,Central Bedfordshire,Female,All ages,10.451,9.8685,0.5825,Alcohol-related CVD,236.4597324,341.56,143927.0,211.9862868,262.978,198.7894708,278.8358352,Similar,2019/20
E06000056,2019,Central Bedfordshire,Central Bedfordshire,Persons,All ages,10.451,9.8685,0.5825,Alcohol-related CVD,873.7210778,2371.87,284688.0,838.755619,909.7648154,819.0887067,930.8439117,Worse,2019/20
E06000056,2020,Central Bedfordshire,Central Bedfordshire,Persons,18+ yrs,7.5799,6.9565,0.6235,CKD,3.134793459,7072.0,225597.0,3.063596729,3.207213215,3.023405133,3.24990565,Not compared,2020/21
E06000056,2020,Central Bedfordshire,Central Bedfordshire,Persons,6+ yrs,7.5799,6.9565,0.6235,Asthma,6.730888168,17957.0,266785.0,6.636334527,6.82637246,6.582593247,6.882074627,Higher 99.8,2020/21
E06000056,2020,Central Bedfordshire,Central Bedfordshire,Male,All ages,7.5799,6.9565,0.6235,Alcohol-related CVD,1144.624806,1464.8,142619.0,1085.867688,1205.698322,1053.046293,1241.550202,Similar,2020/21
E06000056,2020,Central Bedfordshire,Central Bedfordshire,Female,All ages,7.5799,6.9565,0.6235,Alcohol-related CVD,171.200272,250.04,146486.0,150.5959114,193.83203,139.6156214,207.4460928,Similar,2020/21
E06000056,2020,Central Bedfordshire,Central Bedfordshire,Persons,All ages,7.5799,6.9565,0.6235,Alcohol-related CVD,623.4263864,1714.84,289105.0,594.1450287,653.7728964,577.7485027,671.5634581,Similar,2020/21
E06000056,2021,Central Bedfordshire,Central Bedfordshire,Persons,18+ yrs,7.5899,7.1201,0.4698,CKD,3.01150384,6932.0,230184.0,2.942379561,3.081830889,2.903426275,3.123241296,Not compared,2021/22
E06000056,2021,Central Bedfordshire,Central Bedfordshire,Persons,16+ yrs,7.5899,7.1201,0.4698,Type 2 Diabetes,6.157,14648.0,237913.0,5.96618667582443,6.35576018747072,,,Not compared,2021
E06000056,2021,Central Bedfordshire,Central Bedfordshire,Persons,6+ yrs,7.5899,7.1201,0.4698,Asthma,6.955031397,18951.0,272479.0,6.860064986,7.050902691,6.805974061,7.106904137,Higher 99.8,2021/22
E06000056,2021,Central Bedfordshire,Central Bedfordshire,Male,All ages,7.5899,7.1201,0.4698,Alcohol-related CVD,1478.366926,1934.73,145751.0,1412.404854,1546.585365,1375.403885,1586.540185,Worse,2021/22
E06000056,2021,Central Bedfordshire,Central Bedfordshire,Female,All ages,7.5899,7.1201,0.4698,Alcohol-related CVD,213.9927565,319.4,149900.0,191.128433,238.8356409,178.8285044,253.7094582,Similar,2021/22
E06000056,2021,Central Bedfordshire,Central Bedfordshire,Persons,All ages,7.5899,7.1201,0.4698,Alcohol-related CVD,801.9407803,2254.13,295651.0,769.0704021,835.8514188,750.5939478,855.690129,Worse,2021/22
E06000056,2022,Central Bedfordshire,Central Bedfordshire,Persons,18+ yrs,8.6984,8.0968,0.6016,CKD,3.069592199,7202.0,234624.0,3.000496427,3.139866077,2.961426451,3.181343851,Not compared,2022/23
E06000056,2022,Central Bedfordshire,Central Bedfordshire,Persons,6+ yrs,8.6984,8.0968,0.6016,Asthma,7.050395878,19635.0,278495.0,6.955863765,7.145810696,6.901862118,7.201677687,Higher 99.8,2022/23
E06000056,2022,Central Bedfordshire,Central Bedfordshire,Male,All ages,8.6984,8.0968,0.6016,Alcohol-related CVD,1500.519287,2009.17,148473.0,1434.7987,1568.445169,1397.913853,1608.21724,Worse,2022/23
E06000056,2022,Central Bedfordshire,Central Bedfordshire,Female,All ages,8.6984,8.0968,0.6016,Alcohol-related CVD,221.2834102,337.94,153028.0,198.2808199,246.2186581,185.881734,261.1326606,Similar,2022/23
E06000056,2022,Central Bedfordshire,Central Bedfordshire,Persons,All ages,8.6984,8.0968,0.6016,Alcohol-related CVD,814.6661101,2347.11,301501.0,781.9417535,848.4050328,763.5378335,868.1376673,Worse,2022/23
E06000056,2023,Central Bedfordshire,Central Bedfordshire,Persons,18+ yrs,7.0958,6.5348,0.561,CKD,3.132855896,7253.0,231514.0,3.062614939,3.204288686,3.022802654,3.246537994,Not compared,2023/24
E06000056,2023,Central Bedfordshire,Central Bedfordshire,Persons,6+ yrs,7.0958,6.5348,0.561,Asthma,7.172533725,19715.0,274868.0,7.076570629,7.26938776,7.021853925,7.325989348,Higher 99.8,2023/24
E06000056,2023,Central Bedfordshire,Central Bedfordshire,Male,All ages,7.0958,6.5348,0.561,Alcohol-related CVD,1682.46225736537,2307.11999999999,151664.0,1613.69313320127,1753.38217205185,1575.02639815183,1794.86556950015,Worse,2023/24
E06000056,2023,Central Bedfordshire,Central Bedfordshire,Female,All ages,7.0958,6.5348,0.561,Alcohol-related CVD,239.8224468291,374.64,156638.0,216.088880916995,265.445613078677,203.250889389685,280.743768083697,Similar,2023/24
E06000056,2023,Central Bedfordshire,Central Bedfordshire,Persons,All ages,7.0958,6.5348,0.561,Alcohol-related CVD,908.743729421394,2681.75999999999,308302.0,874.560449706676,943.917392132025,855.304558222578,964.470654861174,Worse,2023/24
E06000049,2012,Cheshire East,Cheshire East,Persons,18+ yrs,9.6896,7.5986,2.091,CKD,4.811935217,14858.0,308773.8992,4.736902332,4.887819946,4.694228288,4.93225918,Not compared,2012/13
E06000049,2014,Cheshire East,Cheshire East,Persons,18+ yrs,9.8215,7.7742,2.0472,CKD,4.592685513,14375.0,312997.6995,4.519786055,4.6664307,4.478490528,4.709475594,Not compared,2014/15
E06000049,2015,Cheshire East,Cheshire East,Persons,18+ yrs,8.3771,7.2795,1.0976,CKD,4.693037975,14830.0,316000.0,4.619722321,4.767188883,4.578184432,4.810455894,Not compared,2015/16
E06000049,2016,Cheshire East,Cheshire East,Persons,18+ yrs,8.3912,7.9048,0.4865,CKD,4.860097133,15511.0,319150.0,4.785936441,4.935080815,4.743865575,4.97885776,Not compared,2016/17
E06000049,2016,Cheshire East,Cheshire East,Male,All ages,8.3912,7.9048,0.4865,Alcohol-related CVD,1268.66794,2425.99,187355.0,1218.366669,1320.502729,1190.065852,1350.812031,Better,2016/17
E06000049,2016,Cheshire East,Cheshire East,Female,All ages,8.3912,7.9048,0.4865,Alcohol-related CVD,206.9884934,456.24,194059.0,188.2658092,227.0565465,178.0755011,239.0000689,Similar,2016/17
E06000049,2016,Cheshire East,Cheshire East,Persons,All ages,8.3912,7.9048,0.4865,Alcohol-related CVD,694.7847508,2882.23,381414.0,669.5586303,720.7154684,655.3364882,735.8607307,Better,2016/17
