Source Name	Characteristics [Organism]	Description	Protocol REF	Protocol REF	Sample Name	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Comment [Array Design URI]	Protocol REF	Scan Name	Protocol REF	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]
GSE7543GSM182772_Cy3	Homo sapiens	common reference sample compsed of total RNAs isolated from whole blood from 20 Prachatice children:  Blood collected from Teplice children which live in an area with high levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow	P-G7543-1	P-G7543-3	GSE7543GSM182772_Cy3 sample	P-G7543-2	GSE7543GSM182772_Cy3 extract	total_RNA	P-G7543-4	GSE7543GSM182772_Cy3 LE	Cy3	synthetic_RNA	P-G7543-5	Teplice child 18	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Teplice child 18	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182772_Cy5	Homo sapiens	human whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow:  Blood collected from Teplice children which live in an area with high levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow from Teplice individual	P-G7543-1	P-G7543-3	GSE7543GSM182772_Cy5 sample	P-G7543-2	GSE7543GSM182772_Cy5 extract	total_RNA	P-G7543-4	GSE7543GSM182772_Cy5 LE	Cy5	synthetic_RNA	P-G7543-5	Teplice child 18	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Teplice child 18	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182818_Cy5	Homo sapiens	human whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow:  Blood collected from Prachatice parents which live in an area with low levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow from Prachatice individual	P-G7543-1	P-G7543-3	GSE7543GSM182818_Cy5 sample	P-G7543-2	GSE7543GSM182818_Cy5 extract	total_RNA	P-G7543-4	GSE7543GSM182818_Cy5 LE	Cy5	synthetic_RNA	P-G7543-5	Prachatice parent 5	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Prachatice parent 5	P-G7543-8	E-GEOD-7543-processed-data-1630337640.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182818_Cy3	Homo sapiens	common reference sample compsed of total RNAs isolated from whole blood from 20 Prachatice children:  Blood collected from Prachatice parents which live in an area with low levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow	P-G7543-1	P-G7543-3	GSE7543GSM182818_Cy3 sample	P-G7543-2	GSE7543GSM182818_Cy3 extract	total_RNA	P-G7543-4	GSE7543GSM182818_Cy3 LE	Cy3	synthetic_RNA	P-G7543-5	Prachatice parent 5	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Prachatice parent 5	P-G7543-8	E-GEOD-7543-processed-data-1630337640.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182760_Cy3	Homo sapiens	common reference sample compsed of total RNAs isolated from whole blood from 20 Prachatice children:  Blood collected from Teplice children which live in an area with high levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow	P-G7543-1	P-G7543-3	GSE7543GSM182760_Cy3 sample	P-G7543-2	GSE7543GSM182760_Cy3 extract	total_RNA	P-G7543-4	GSE7543GSM182760_Cy3 LE	Cy3	synthetic_RNA	P-G7543-5	Teplice child 6	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Teplice child 6	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182760_Cy5	Homo sapiens	human whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow:  Blood collected from Teplice children which live in an area with high levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow from Teplice individual	P-G7543-1	P-G7543-3	GSE7543GSM182760_Cy5 sample	P-G7543-2	GSE7543GSM182760_Cy5 extract	total_RNA	P-G7543-4	GSE7543GSM182760_Cy5 LE	Cy5	synthetic_RNA	P-G7543-5	Teplice child 6	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Teplice child 6	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182814_Cy5	Homo sapiens	human whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow:  Blood collected from Prachatice parents which live in an area with low levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow from Prachatice individual	P-G7543-1	P-G7543-3	GSE7543GSM182814_Cy5 sample	P-G7543-2	GSE7543GSM182814_Cy5 extract	total_RNA	P-G7543-4	GSE7543GSM182814_Cy5 LE	Cy5	synthetic_RNA	P-G7543-5	Prachatice parent 1	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Prachatice parent 1	P-G7543-8	E-GEOD-7543-processed-data-1630337640.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182814_Cy3	Homo sapiens	common reference sample compsed of total RNAs isolated from whole blood from 20 Prachatice children:  Blood collected from Prachatice parents which live in an area with low levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow	P-G7543-1	P-G7543-3	GSE7543GSM182814_Cy3 sample	P-G7543-2	GSE7543GSM182814_Cy3 extract	total_RNA	P-G7543-4	GSE7543GSM182814_Cy3 LE	Cy3	synthetic_RNA	P-G7543-5	Prachatice parent 1	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Prachatice parent 1	P-G7543-8	E-GEOD-7543-processed-data-1630337640.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182793_Cy5	Homo sapiens	human whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow:  Blood collected from Prachatice children which live in an area with low levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow from Prachatice individual	P-G7543-1	P-G7543-3	GSE7543GSM182793_Cy5 sample	P-G7543-2	GSE7543GSM182793_Cy5 extract	total_RNA	P-G7543-4	GSE7543GSM182793_Cy5 LE	Cy5	synthetic_RNA	P-G7543-5	Prachatice child 16	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Prachatice child 16	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182793_Cy3	Homo sapiens	common reference sample compsed of total RNAs isolated from whole blood from 20 Prachatice children:  Blood collected from Prachatice children which live in an area with low levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow	P-G7543-1	P-G7543-3	GSE7543GSM182793_Cy3 sample	P-G7543-2	GSE7543GSM182793_Cy3 extract	total_RNA	P-G7543-4	GSE7543GSM182793_Cy3 LE	Cy3	synthetic_RNA	P-G7543-5	Prachatice child 16	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Prachatice child 16	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182805_Cy3	Homo sapiens	common reference sample compsed of total RNAs isolated from whole blood from 20 Prachatice children:  Blood collected from Teplice parents which live in an area with high levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow	P-G7543-1	P-G7543-3	GSE7543GSM182805_Cy3 sample	P-G7543-2	GSE7543GSM182805_Cy3 extract	total_RNA	P-G7543-4	GSE7543GSM182805_Cy3 LE	Cy3	synthetic_RNA	P-G7543-5	Teplice parent 4	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Teplice parent 4	P-G7543-8	E-GEOD-7543-processed-data-1630337640.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182805_Cy5	Homo sapiens	human whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow:  Blood collected from Teplice parents which live in an area with high levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow from Teplice individual	P-G7543-1	P-G7543-3	GSE7543GSM182805_Cy5 sample	P-G7543-2	GSE7543GSM182805_Cy5 extract	total_RNA	P-G7543-4	GSE7543GSM182805_Cy5 LE	Cy5	synthetic_RNA	P-G7543-5	Teplice parent 4	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Teplice parent 4	P-G7543-8	E-GEOD-7543-processed-data-1630337640.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182779_Cy3	Homo sapiens	common reference sample compsed of total RNAs isolated from whole blood from 20 Prachatice children:  Blood collected from Prachatice children which live in an area with low levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow	P-G7543-1	P-G7543-3	GSE7543GSM182779_Cy3 sample	P-G7543-2	GSE7543GSM182779_Cy3 extract	total_RNA	P-G7543-4	GSE7543GSM182779_Cy3 LE	Cy3	synthetic_RNA	P-G7543-5	Prachatice child 2	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Prachatice child 2	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182779_Cy5	Homo sapiens	human whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow:  Blood collected from Prachatice children which live in an area with low levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow from Prachatice individual	P-G7543-1	P-G7543-3	GSE7543GSM182779_Cy5 sample	P-G7543-2	GSE7543GSM182779_Cy5 extract	total_RNA	P-G7543-4	GSE7543GSM182779_Cy5 LE	Cy5	synthetic_RNA	P-G7543-5	Prachatice child 2	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Prachatice child 2	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182791_Cy3	Homo sapiens	common reference sample compsed of total RNAs isolated from whole blood from 20 Prachatice children:  Blood collected from Prachatice children which live in an area with low levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow	P-G7543-1	P-G7543-3	GSE7543GSM182791_Cy3 sample	P-G7543-2	GSE7543GSM182791_Cy3 extract	total_RNA	P-G7543-4	GSE7543GSM182791_Cy3 LE	Cy3	synthetic_RNA	P-G7543-5	Prachatice child 14	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Prachatice child 14	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182791_Cy5	Homo sapiens	human whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow:  Blood collected from Prachatice children which live in an area with low levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow from Prachatice individual	P-G7543-1	P-G7543-3	GSE7543GSM182791_Cy5 sample	P-G7543-2	GSE7543GSM182791_Cy5 extract	total_RNA	P-G7543-4	GSE7543GSM182791_Cy5 LE	Cy5	synthetic_RNA	P-G7543-5	Prachatice child 14	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Prachatice child 14	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182776_Cy5	Homo sapiens	human whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow:  Blood collected from Teplice children which live in an area with high levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow from Teplice individual	P-G7543-1	P-G7543-3	GSE7543GSM182776_Cy5 sample	P-G7543-2	GSE7543GSM182776_Cy5 extract	total_RNA	P-G7543-4	GSE7543GSM182776_Cy5 LE	Cy5	synthetic_RNA	P-G7543-5	Teplice child 22	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Teplice child 22	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182776_Cy3	Homo sapiens	common reference sample compsed of total RNAs isolated from whole blood from 20 Prachatice children:  Blood collected from Teplice children which live in an area with high levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow	P-G7543-1	P-G7543-3	GSE7543GSM182776_Cy3 sample	P-G7543-2	GSE7543GSM182776_Cy3 extract	total_RNA	P-G7543-4	GSE7543GSM182776_Cy3 LE	Cy3	synthetic_RNA	P-G7543-5	Teplice child 22	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Teplice child 22	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182762_Cy3	Homo sapiens	common reference sample compsed of total RNAs isolated from whole blood from 20 Prachatice children:  Blood collected from Teplice children which live in an area with high levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow	P-G7543-1	P-G7543-3	GSE7543GSM182762_Cy3 sample	P-G7543-2	GSE7543GSM182762_Cy3 extract	total_RNA	P-G7543-4	GSE7543GSM182762_Cy3 LE	Cy3	synthetic_RNA	P-G7543-5	Teplice child 8	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Teplice child 8	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182762_Cy5	Homo sapiens	human whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow:  Blood collected from Teplice children which live in an area with high levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow from Teplice individual	P-G7543-1	P-G7543-3	GSE7543GSM182762_Cy5 sample	P-G7543-2	GSE7543GSM182762_Cy5 extract	total_RNA	P-G7543-4	GSE7543GSM182762_Cy5 LE	Cy5	synthetic_RNA	P-G7543-5	Teplice child 8	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Teplice child 8	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182799_Cy5	Homo sapiens	human whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow:  Blood collected from Prachatice children which live in an area with low levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow from Prachatice individual	P-G7543-1	P-G7543-3	GSE7543GSM182799_Cy5 sample	P-G7543-2	GSE7543GSM182799_Cy5 extract	total_RNA	P-G7543-4	GSE7543GSM182799_Cy5 LE	Cy5	synthetic_RNA	P-G7543-5	Prachatice child 22	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Prachatice child 22	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182799_Cy3	Homo sapiens	common reference sample compsed of total RNAs isolated from whole blood from 20 Prachatice children:  Blood collected from Prachatice children which live in an area with low levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow	P-G7543-1	P-G7543-3	GSE7543GSM182799_Cy3 sample	P-G7543-2	GSE7543GSM182799_Cy3 extract	total_RNA	P-G7543-4	GSE7543GSM182799_Cy3 LE	Cy3	synthetic_RNA	P-G7543-5	Prachatice child 22	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Prachatice child 22	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182775_Cy5	Homo sapiens	human whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow:  Blood collected from Teplice children which live in an area with high levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow from Teplice individual	P-G7543-1	P-G7543-3	GSE7543GSM182775_Cy5 sample	P-G7543-2	GSE7543GSM182775_Cy5 extract	total_RNA	P-G7543-4	GSE7543GSM182775_Cy5 LE	Cy5	synthetic_RNA	P-G7543-5	Teplice child 21	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Teplice child 21	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182775_Cy3	Homo sapiens	common reference sample compsed of total RNAs isolated from whole blood from 20 Prachatice children:  Blood collected from Teplice children which live in an area with high levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow	P-G7543-1	P-G7543-3	GSE7543GSM182775_Cy3 sample	P-G7543-2	GSE7543GSM182775_Cy3 extract	total_RNA	P-G7543-4	GSE7543GSM182775_Cy3 LE	Cy3	synthetic_RNA	P-G7543-5	Teplice child 21	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Teplice child 21	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182756_Cy3	Homo sapiens	common reference sample compsed of total RNAs isolated from whole blood from 20 Prachatice children:  Blood collected from Teplice children which live in an area with high levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow	P-G7543-1	P-G7543-3	GSE7543GSM182756_Cy3 sample	P-G7543-2	GSE7543GSM182756_Cy3 extract	total_RNA	P-G7543-4	GSE7543GSM182756_Cy3 LE	Cy3	synthetic_RNA	P-G7543-5	Teplice child 2	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Teplice child 2	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182756_Cy5	Homo sapiens	human whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow:  Blood collected from Teplice children which live in an area with high levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow from Teplice individual	P-G7543-1	P-G7543-3	GSE7543GSM182756_Cy5 sample	P-G7543-2	GSE7543GSM182756_Cy5 extract	total_RNA	P-G7543-4	GSE7543GSM182756_Cy5 LE	Cy5	synthetic_RNA	P-G7543-5	Teplice child 2	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Teplice child 2	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182782_Cy3	Homo sapiens	common reference sample compsed of total RNAs isolated from whole blood from 20 Prachatice children:  Blood collected from Prachatice children which live in an area with low levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow	P-G7543-1	P-G7543-3	GSE7543GSM182782_Cy3 sample	P-G7543-2	GSE7543GSM182782_Cy3 extract	total_RNA	P-G7543-4	GSE7543GSM182782_Cy3 LE	Cy3	synthetic_RNA	P-G7543-5	Prachatice child 5	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Prachatice child 5	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182782_Cy5	Homo sapiens	human whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow:  Blood collected from Prachatice children which live in an area with low levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow from Prachatice individual	P-G7543-1	P-G7543-3	GSE7543GSM182782_Cy5 sample	P-G7543-2	GSE7543GSM182782_Cy5 extract	total_RNA	P-G7543-4	GSE7543GSM182782_Cy5 LE	Cy5	synthetic_RNA	P-G7543-5	Prachatice child 5	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Prachatice child 5	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182795_Cy3	Homo sapiens	common reference sample compsed of total RNAs isolated from whole blood from 20 Prachatice children:  Blood collected from Prachatice children which live in an area with low levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow	P-G7543-1	P-G7543-3	GSE7543GSM182795_Cy3 sample	P-G7543-2	GSE7543GSM182795_Cy3 extract	total_RNA	P-G7543-4	GSE7543GSM182795_Cy3 LE	Cy3	synthetic_RNA	P-G7543-5	Prachatice child 18	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Prachatice child 18	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182795_Cy5	Homo sapiens	human whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow:  Blood collected from Prachatice children which live in an area with low levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow from Prachatice individual	P-G7543-1	P-G7543-3	GSE7543GSM182795_Cy5 sample	P-G7543-2	GSE7543GSM182795_Cy5 extract	total_RNA	P-G7543-4	GSE7543GSM182795_Cy5 LE	Cy5	synthetic_RNA	P-G7543-5	Prachatice child 18	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Prachatice child 18	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182758_Cy3	Homo sapiens	common reference sample compsed of total RNAs isolated from whole blood from 20 Prachatice children:  Blood collected from Teplice children which live in an area with high levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow	P-G7543-1	P-G7543-3	GSE7543GSM182758_Cy3 sample	P-G7543-2	GSE7543GSM182758_Cy3 extract	total_RNA	P-G7543-4	GSE7543GSM182758_Cy3 LE	Cy3	synthetic_RNA	P-G7543-5	Teplice child 4	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Teplice child 4	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
GSE7543GSM182758_Cy5	Homo sapiens	human whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow:  Blood collected from Teplice children which live in an area with high levels of air pollution. whole blood collected into PAXgene RNA vacutainer by venapuntcure in the inner elbow from Teplice individual	P-G7543-1	P-G7543-3	GSE7543GSM182758_Cy5 sample	P-G7543-2	GSE7543GSM182758_Cy5 extract	total_RNA	P-G7543-4	GSE7543GSM182758_Cy5 LE	Cy5	synthetic_RNA	P-G7543-5	Teplice child 4	A-AGIL-9	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AGIL-9	P-G7543-6	Teplice child 4	P-G7543-7	E-GEOD-7543-processed-data-1630338458.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7543/E-GEOD-7543.processed.1.zip
